아파트명,계약일,건축년도,전용면적,거래금액,층,동,거래유형,계약해지여부,계약해지사유발생일,등기일자,권리구분,매수자,매도자,중개사소재지,시군구코드,법정동,거래구분,date_id,신규거래
길훈엔트런스빌,2024-08-25,2005.0,84.96,"60,000",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지14,2024-08-29,1987.0,108.28,"215,000",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동센트럴아이파크위브1단지,2024-08-27,2020.0,84.97,"108,000",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
신트리4,2024-08-31,2000.0,59.73,"63,800",14,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동센트럴아이파크위브1단지,2024-08-21,2020.0,84.98,"105,000",1,,중개거래,,,,,개인,개인,"경기 안산시 상록구, 서울 양천구",양천구,신월동,실거래,2024-09-22,기존
신정현대5,2024-08-27,1999.0,85.26,"97,000",11,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동신시가지3,2024-08-23,1986.0,95.03,"220,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
신트리1,2024-08-23,1999.0,59.73,"71,900",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신트리4,2024-08-27,2000.0,59.73,"64,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동센트럴아이파크위브2단지,2024-08-31,2020.0,59.68,"99,500",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동센트럴아이파크위브3단지,2024-08-22,2020.0,59.97,"100,000",15,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
신트리1,2024-08-30,1999.0,49.8,"59,800",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
아이파크,2024-08-17,2002.0,59.82,"120,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
롯데캐슬,2024-08-28,2014.0,116.375,"111,000",14,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지12,2024-08-30,1988.0,56.76,"133,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신트리4,2024-08-20,2000.0,59.73,"61,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
주함헤븐105동,2024-08-22,2007.0,62.48,"35,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
양천벽산블루밍2단지,2024-08-31,2006.0,59.99,"56,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지10,2024-08-29,1987.0,70.2,"166,000",15,,중개거래,,,,,개인,개인,"경기 하남시, 서울 양천구",양천구,신정동,실거래,2024-09-22,기존
신트리4,2024-08-17,2000.0,48.96,"53,000",10,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신트리1,2024-08-26,1999.0,49.8,"61,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
롯데캐슬,2024-08-30,2014.0,84.966,"100,700",16,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
양천벽산블루밍1단지,2024-08-22,2006.0,84.63,"68,500",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지14,2024-08-31,1987.0,129.33,"246,000",14,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
온누리베일리,2024-08-23,2016.0,53.74,"35,500",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
보람쉬움1,2024-08-28,2003.0,58.15,"49,500",5,,중개거래,,,,,개인,개인,"경기 부천시 오정구, 서울 양천구",양천구,신월동,실거래,2024-09-22,기존
수명산SKVIEW,2024-08-19,2009.0,84.94,"84,000",10,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
롯데캐슬,2024-08-31,2014.0,84.966,"99,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
성원2,2024-08-10,2000.0,84.73,"86,000",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
금호1,2024-08-29,1997.0,84.96,"157,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지2,2024-08-27,1986.0,95.67,"230,000",10,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동청구한신아파트,2024-08-12,1997.0,84.77,"162,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
현대,2024-08-22,1996.0,59.46,"111,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
신트리3,2024-08-14,2000.0,84.25,"93,500",17,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신트리4,2024-08-14,2000.0,59.73,"64,500",9,,중개거래,,,,,개인,개인,"서울 양천구, 전남 순천시",양천구,신정동,실거래,2024-09-22,기존
이펜하우스2단지,2024-08-29,2011.0,84.51,"79,800",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동신시가지4,2024-08-31,1986.0,95.34,"229,500",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
신트리4,2024-08-24,2000.0,59.73,"67,500",10,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동신시가지8,2024-08-31,1987.0,54.94,"139,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신트리4,2024-08-21,2000.0,48.96,"56,200",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
롯데캐슬,2024-08-31,2014.0,84.984,"100,000",16,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
방주아크빌,2024-08-25,2002.0,76.57,"43,000",1,,직거래,,,,,개인,개인,,양천구,신월동,실거래,2024-09-22,기존
롯데캐슬,2024-08-28,2014.0,116.375,"121,000",16,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
롯데캐슬,2024-08-28,2014.0,116.375,"113,500",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지10,2024-08-29,1987.0,124.51,"233,500",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동신시가지3,2024-08-27,1986.0,64.98,"180,000",10,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
부영2,2024-08-31,2000.0,110.31,"165,000",25,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
명지해드는터,2024-08-23,2003.0,84.97,"127,000",16,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
래미안목동아델리체(101동~118동),2024-08-24,2021.0,84.94,"150,000",10,,중개거래,,,,,개인,개인,"서울 강서구, 서울 양천구",양천구,신정동,실거래,2024-09-22,기존
목동신시가지5,2024-08-28,1986.0,65.08,"186,000",5,,중개거래,,,,,개인,개인,"경기 광명시, 서울 양천구",양천구,목동,실거래,2024-09-22,기존
목동신시가지9,2024-08-30,1987.0,106.39,"204,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
수정,2024-08-31,1987.0,48.87,"39,000",4,,직거래,,,,,개인,개인,,양천구,신정동,실거래,2024-09-22,기존
신정두산위브,2024-08-31,2012.0,84.22,"94,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
삼익,2024-08-17,1997.0,84.88,"129,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
대림e-편한세상,2024-08-30,2004.0,109.905,"94,000",18,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동신시가지6,2024-08-17,1986.0,47.94,"144,800",17,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
학마을1단지,2024-08-27,2000.0,49.98,"47,800",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
래미안목동아델리체(101동~118동),2024-08-17,2021.0,84.72,"148,000",17,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
학마을1단지,2024-08-25,2000.0,49.99,"43,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신트리1,2024-08-20,1999.0,59.73,"71,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
나산,2024-08-13,1997.0,59.9,"35,000",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동우성3,2024-08-24,1999.0,59.69,"71,500",16,,중개거래,,,,,개인,개인,"경기 광명시, 서울 양천구",양천구,신정동,실거래,2024-09-22,기존
목동신시가지2,2024-08-09,1986.0,65.25,"172,000",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지13,2024-08-29,1987.0,53.9,"127,500",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
금하뜨라네,2024-08-29,2016.0,84.95,"40,000",1,101,중개거래,,,24.09.13,,개인,개인,서울 강서구,양천구,신월동,실거래,2024-09-22,기존
목동센트럴아이파크위브1단지,2024-08-27,2020.0,59.88,"99,000",16,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지4,2024-08-29,1986.0,122.91,"260,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
푸른마을3,2024-08-26,2001.0,59.99,"54,500",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동이-편한세상,2024-08-27,2006.0,156.54,"178,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
쌍용,2024-08-21,1992.0,84.63,"98,000",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신월시영,2024-08-21,1988.0,50.67,"50,500",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지6,2024-08-27,1986.0,115.19,"265,000",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
신월2차보람쉬움,2024-08-24,2005.0,59.43,"50,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
예지보금자리74차,2024-08-27,2014.0,55.69,"29,900",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
우성,2024-08-23,1992.0,84.44,"140,000",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지2,2024-08-23,1986.0,65.25,"174,000",9,,중개거래,,,,,개인,개인,"서울 양천구, 서울 영등포구",양천구,목동,실거래,2024-09-22,기존
제일캐슬,2024-08-26,2003.0,59.99,"55,000",11,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
진도1,2024-08-27,1998.0,84.96,"146,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지14,2024-08-22,1987.0,108.28,"205,000",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
래미안목동아델리체(101동~118동),2024-08-09,2021.0,84.72,"150,000",24,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신정두산위브,2024-08-10,2012.0,84.04,"88,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지9,2024-08-23,1987.0,71.37,"164,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
동일하이빌2단지,2024-08-23,2005.0,84.955,"95,500",11,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
팰리스필,2024-08-28,2002.0,80.11,"56,200",4,,직거래,,,24.08.28,,개인,개인,,양천구,신정동,실거래,2024-09-22,기존
푸른마을2,2024-08-21,2001.0,49.16,"51,500",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
푸른마을4,2024-08-21,2002.0,84.92,"73,000",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신정두산위브,2024-08-22,2012.0,107.57,"115,000",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
신월시영,2024-08-13,1988.0,50.67,"53,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
래미안목동아델리체(101동~118동),2024-08-26,2021.0,84.95,"126,000",11,108,중개거래,,,24.08.30,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
롯데캐슬,2024-08-17,2014.0,84.984,"96,000",9,,중개거래,,,,,개인,개인,"서울 서초구, 서울 양천구",양천구,신월동,실거래,2024-09-22,기존
목동센트럴아이파크위브4단지,2024-08-22,2020.0,84.97,"118,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지4,2024-08-05,1986.0,47.25,"128,000",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동현대1,2024-08-27,1997.0,84.9,"151,000",1,,중개거래,,,,,개인,개인,"서울 양천구, 인천 부평구",양천구,목동,실거래,2024-09-22,기존
신트리3,2024-08-06,2000.0,84.97,"94,000",17,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
양천벽산블루밍2단지,2024-08-26,2006.0,59.99,"59,100",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
신월시영,2024-08-27,1988.0,59.49,"60,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
동원데자뷰,2024-08-07,2012.0,76.6408,"67,000",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동힐스테이트,2024-08-17,2016.0,59.95,"139,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
에이원,2024-08-20,1994.0,70.26,"26,800",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동힐스테이트,2024-08-05,2016.0,59.95,"140,000",4,,중개거래,,,,,개인,개인,"경기 광명시, 서울 양천구",양천구,신정동,실거래,2024-09-22,기존
신월시영,2024-08-10,1988.0,59.49,"60,000",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
벽산,2024-08-17,1991.0,84.71,"144,000",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
디아이빌102동,2024-08-20,2007.0,83.79,"45,000",3,,중개거래,,,24.09.06,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
금강에스쁘아,2024-08-09,2002.0,82.615,"96,200",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지5,2024-08-30,1986.0,95.27,"227,000",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지11,2024-08-23,1988.0,51.48,"115,500",5,,중개거래,,,,,개인,개인,"서울 송파구, 서울 양천구",양천구,신정동,실거래,2024-09-22,기존
롯데캐슬(1057-1),2024-08-26,2010.0,84.63,"83,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지2,2024-08-09,1986.0,95.67,"205,000",6,,중개거래,,,,,개인,개인,"서울 마포구, 서울 양천구",양천구,목동,실거래,2024-09-22,기존
목동신시가지1,2024-08-17,1985.0,66.0,"165,500",11,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지6,2024-08-30,1986.0,47.94,"150,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지14,2024-08-22,1987.0,83.89,"178,000",10,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동신시가지9,2024-08-22,1987.0,71.37,"105,000",8,,직거래,,,,,개인,개인,,양천구,신정동,실거래,2024-09-22,기존
양천벽산블루밍1단지,2024-08-21,2006.0,59.99,"55,500",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지2,2024-08-19,1986.0,95.67,"230,000",8,,중개거래,,,,,개인,개인,"경기 광명시, 서울 양천구",양천구,목동,실거래,2024-09-22,기존
목동신시가지14,2024-08-17,1987.0,108.28,"181,000",11,,직거래,,,,,개인,개인,,양천구,신정동,실거래,2024-09-22,기존
신성미소지움,2024-08-24,2003.0,84.57,"69,000",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
신월시영,2024-08-14,1988.0,59.49,"65,000",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
금강에스쁘아,2024-08-08,2002.0,82.615,"105,500",17,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지6,2024-08-21,1986.0,95.03,"234,000",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
진도2,2024-08-17,1999.0,108.69,"180,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
래미안목동아델리체(101동~118동),2024-08-17,2021.0,115.97,"187,500",19,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
이펜하우스4단지,2024-08-06,2011.0,84.86,"78,300",10,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동센트럴아이파크위브2단지,2024-08-11,2020.0,84.97,"122,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
대원칸타빌2,2024-08-11,2003.0,144.36,"167,200",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지12,2024-08-12,1988.0,53.46,"118,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신정두산위브,2024-08-07,2012.0,84.22,"90,000",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
우성,2024-08-06,1992.0,84.63,"129,000",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동현대1,2024-08-09,1997.0,59.9,"127,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
정은스카이빌3차,2024-08-24,2004.0,84.88,"75,500",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
삼익,2024-08-24,1997.0,84.88,"133,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동센트럴아이파크위브2단지,2024-08-10,2020.0,52.96,"74,500",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지4,2024-08-15,1986.0,48.69,"90,000",2,,직거래,,,,,개인,개인,,양천구,목동,실거래,2024-09-22,기존
목동센트럴아이파크위브2단지,2024-08-10,2020.0,84.98,"119,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동센트럴아이파크위브4단지,2024-08-15,2020.0,59.68,"101,000",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동센트럴아이파크위브4단지,2024-08-03,2020.0,84.98,"115,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동센트럴아이파크위브1단지,2024-08-19,2020.0,84.97,"117,000",20,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
롯데캐슬,2024-08-24,2014.0,84.966,"101,000",16,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
신도신월1차,2024-08-19,2004.0,80.19,"67,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동센트럴아이파크위브4단지,2024-08-23,2020.0,59.68,"101,500",21,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
롯데캐슬(1057-0),2024-08-07,2010.0,70.91,"76,300",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
푸른마을3,2024-08-24,2001.0,59.91,"57,000",11,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
진도1,2024-08-07,1998.0,59.84,"107,000",14,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지11,2024-08-23,1988.0,66.24,"142,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동센트럴아이파크위브3단지,2024-08-12,2020.0,52.85,"78,500",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
두란,2024-08-22,1996.0,78.75,"42,500",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지7,2024-08-11,1986.0,53.88,"148,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
신트리1,2024-08-22,1999.0,49.95,"62,900",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동휘버스,2024-08-09,2005.0,83.63,"76,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동신시가지2,2024-08-20,1986.0,65.82,"166,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
푸른마을3,2024-08-18,2001.0,59.99,"59,700",11,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동센트럴아이파크위브1단지,2024-08-17,2020.0,84.98,"103,000",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
호반써밋목동,2024-08-15,2022.0,59.9182,"110,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
학마을1단지,2024-08-23,2000.0,49.99,"49,000",12,101,중개거래,,,24.08.23,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동신시가지2,2024-08-09,1986.0,65.25,"172,000",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지11,2024-08-21,1988.0,66.24,"149,500",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동신시가지13,2024-08-16,1987.0,99.26,"189,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동청구한신아파트,2024-08-07,1997.0,84.76,"165,000",10,,중개거래,,,,,개인,개인,"서울 양천구, 인천 남동구",양천구,목동,실거래,2024-09-22,기존
부영2,2024-08-15,2000.0,141.7,"195,000",18,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
동일하이빌2단지,2024-08-21,2005.0,84.955,"89,800",19,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
청구,2024-08-17,1992.0,84.99,"100,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동파크자이(101동~108동),2024-08-13,2019.0,84.977,"187,000",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
금강,2024-08-05,1998.0,84.9,"50,700",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동롯데캐슬마에스트로,2024-08-06,2019.0,84.9779,"124,200",10,,중개거래,,,,,개인,개인,"경기 오산시, 서울 양천구",양천구,목동,실거래,2024-09-22,기존
왕자상가아파트,2024-08-04,1995.0,90.72,"42,500",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지4,2024-08-19,1986.0,47.25,"143,000",4,,중개거래,,,,,개인,개인,"경기 광명시, 서울 양천구",양천구,목동,실거래,2024-09-22,기존
목동신시가지7,2024-08-16,1986.0,66.6,"196,500",9,,중개거래,,,,,개인,개인,"서울 양천구, 서울 중구",양천구,목동,실거래,2024-09-22,기존
롯데캐슬위너,2024-08-15,2005.0,59.98,"98,500",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지14,2024-08-12,1987.0,55.02,"124,500",6,,중개거래,,,,,개인,개인,"서울 강서구, 서울 양천구",양천구,신정동,실거래,2024-09-22,기존
스카이캐슬아파트(512-8),2024-08-12,2020.0,52.82,"43,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
목동신시가지14,2024-08-21,1987.0,55.02,"129,500",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
신월시영,2024-08-14,1988.0,43.2,"45,000",11,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-22,기존
경남아너스빌,2024-08-05,2004.0,84.98,"125,000",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
대원칸타빌3,2024-08-11,2003.0,84.98,"116,500",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
래미안목동아델리체(101동~118동),2024-08-08,2021.0,84.72,"148,000",16,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동청구한신아파트,2024-08-09,1997.0,84.77,"162,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지13,2024-08-17,1987.0,70.73,"163,500",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
목동청구한신아파트,2024-08-09,1997.0,84.77,"155,500",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지2,2024-08-20,1986.0,122.31,"251,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
진도2,2024-08-17,1999.0,84.75,"170,000",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-22,기존
목동신시가지14,2024-08-16,1987.0,108.28,"202,000",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-22,기존
